sira,kelime,artikel,cogul,genitiv_tekil,frekans,coklu_anlam_uyari
590,Erklärung,die,Erklärungen,Erklärung,5444,
591,Rom,der,-,Rom,5441,
592,ROM,das,ROMs,ROMs,5441,
593,Verlangen,das,Verlangen,Verlangens,5428,
594,Opa,der,Opas,Opas,5423,
595,Milch,die,-,Milch,5406,
596,Kochen,das,-,Kochens,5378,
597,Grenze,die,Grenzen,Grenze,5327,
598,Braut,die,Bräute,Braut,5319,
599,Aufmerksamkeit,die,Aufmerksamkeiten,Aufmerksamkeit,5297,
600,Form,die,Formen,Form,5293,
601,Mond,der,Monde,Mondes,5253,
602,Schande,die,-,Schande,5235,
603,Sieg,der,Siege,Siegs,5231,"EVET - iki farkli cinsiyeti var, kontrol et"
604,Blödsinn,der,-,Blödsinnes,5227,
605,Pfund,das,Pfunde,Pfunds,5223,
606,Handeln,das,-,Handelns,5222,
607,Kunst,die,Künste,Kunst,5207,
608,Übersetzung,die,Übersetzungen,Übersetzung,5207,
609,Kapitän,der,Kapitäne,Kapitäns,5200,
610,Einsatz,der,Einsätze,Einsatzes,5197,
611,Schweigen,das,-,Schweigens,5195,
612,Krankheit,die,Krankheiten,Krankheit,5193,
613,Schatten,der,Schatten,Schattens,5188,
614,Tatsache,die,Tatsachen,Tatsache,5181,
615,Stock,der,-,Stocks,5178,
616,Anzug,der,Anzüge,Anzugs,5163,
617,Freitag,der,Freitage,Freitags,5148,
618,Million,die,Millionen,Million,5143,
619,Dunkel,das,-,Dunkels,5134,
620,Klopfen,das,-,Klopfens,5125,
621,Dreck,der,-,Drecks,5120,
622,Mühe,die,Mühen,Mühe,5114,
623,Knochen,der,Knochen,Knochens,5104,
624,Schick,der,-,Schicks,5102,
625,Programm,das,Programme,Programms,5099,
626,Grab,das,Gräber,Grabs,5097,
627,Trage,die,Tragen,Trage,5095,
628,Bestes,das,-,-,5085,
629,Rauchen,das,-,Rauchens,5072,
630,Stuhl,der,Stühle,Stuhls,5062,
631,Dreh,der,-,Drehes,5061,
632,Bester,der,-,-,5061,
633,Trotz,der,-,Trotzes,5054,
634,Gast,der,Gäste,Gasts,5053,
635,Toilette,die,Toiletten,Toilette,5043,
636,Hexe,die,Hexen,Hexe,5039,
637,Pistole,die,Pistolen,Pistole,5014,
638,Aussage,die,Aussagen,Aussage,5010,
639,Genießen,das,-,Genießens,5006,
640,Wählen,das,-,Wählens,4986,
641,Theater,das,Theater,Theaters,4982,
642,Regen,der,Regen,Regens,4981,
643,Panik,die,Paniken,Panik,4961,
644,Flughafen,der,Flughäfen,Flughafens,4960,
645,Voraus,der,-,Voraus,4953,
646,Fahrer,der,Fahrer,Fahrers,4921,
647,Star,der,Stare,Stars,4912,
648,Alkohol,der,Alkohole,Alkohols,4903,
649,Verrückte,die,-,-,4902,
650,King,der,Kings,King,4902,
651,Post,die,Posten,Post,4873,"EVET - iki farkli cinsiyeti var, kontrol et"
652,Botschaft,die,Botschaften,Botschaft,4872,
653,Fehlen,das,-,Fehlens,4868,
654,Selbstmord,der,Selbstmorde,Selbstmords,4866,
655,Magie,die,-,Magie,4855,
656,Flucht,die,Fluchten,Flucht,4844,
657,Gegenteil,das,Gegenteile,Gegenteiles,4837,
658,Trottel,der,Trottel,Trottels,4819,
659,Projekt,das,Projekte,Projektes,4819,
660,Schwimmen,das,-,Schwimmens,4805,
661,Matt,das,Matts,Matts,4801,
662,Code,der,Codes,Codes,4794,
663,Absicht,die,Absichten,Absicht,4789,
664,Ohr,das,Ohren,Ohrs,4773,
665,Song,der,Songs,Songs,4766,
666,Schüler,der,Schüler,Schülers,4763,
667,Größe,die,Größen,Größe,4754,
668,Trick,der,Tricks,Tricks,4745,
669,Sonntag,der,Sonntage,Sonntags,4733,
670,Vorstellung,die,Vorstellungen,Vorstellung,4728,
671,Schrieb,der,Schriebe,Schriebs,4723,
672,Killer,der,Killer,Killers,4722,
673,Unterstützung,die,Unterstützungen,Unterstützung,4721,
674,Rechnung,die,Rechnungen,Rechnung,4719,
675,Kohle,die,Kohlen,Kohle,4689,
676,Cousin,der,Cousins,Cousins,4685,
677,Artikel,der,Artikel,Artikels,4670,
678,Signal,das,Signale,Signals,4652,
679,Stich,der,Stiche,Stichs,4650,
680,Kino,das,Kinos,Kinos,4643,
681,Tanz,der,Tänze,Tanzes,4638,
682,Kerle,der,Kerle,Kerles,4635,
683,Prozent,das,Prozente,Prozents,4629,
684,Hoheit,die,Hoheiten,Hoheit,4622,
685,Zugang,der,Zugänge,Zugangs,4610,
686,Erlaubnis,die,Erlaubnisse,Erlaubnis,4592,
687,Story,die,Storys,Story,4583,
688,Leichter,der,Leichter,Leichters,4568,
689,Priester,der,Priester,Priesters,4563,
690,Packen,der,Packen,Packens,4561,
691,Presse,die,Pressen,Presse,4548,
692,Geduld,die,-,Geduld,4537,
693,Bühne,die,Bühnen,Bühne,4537,
694,Gerechtigkeit,die,Gerechtigkeiten,Gerechtigkeit,4524,
695,Lügner,der,Lügner,Lügners,4508,
696,Schreibe,die,Schreiben,Schreibe,4502,
697,Medizin,die,Medizinen,Medizin,4502,
698,Prozess,der,Prozesse,Prozesses,4499,
699,Samstag,der,Samstage,Samstags,4494,
700,Amen,das,Amen,Amens,4491,
701,Motor,der,-,Motors,4486,
702,Marie,die,-,Marie,4485,
703,Schönheit,die,Schönheiten,Schönheit,4482,
704,Chaos,das,-,Chaos,4482,
705,Anhalten,das,-,Anhaltens,4466,
706,Hof,der,Höfe,Hofs,4463,
707,Norden,der,-,Nordens,4457,
708,Anziehen,das,-,Anziehens,4454,
709,Bauch,der,Bäuche,Bauches,4452,
710,Kiste,die,Kisten,Kiste,4445,"EVET - iki farkli cinsiyeti var, kontrol et"
711,Deckung,die,Deckungen,Deckung,4439,
712,Berg,der,Berge,Bergs,4430,
713,Untersuchung,die,Untersuchungen,Untersuchung,4422,
714,Alarm,der,Alarme,Alarmes,4422,
715,Extra,das,Extras,Extras,4409,
716,Eindruck,der,Eindrücke,Eindrucks,4406,
717,Herrgott,der,-,Herrgotts,4388,
718,Gerät,das,Geräte,Geräts,4375,
719,Montag,der,Montage,Montags,4364,
720,Bastard,der,Bastarde,Bastards,4362,
721,Trug,der,-,Trugs,4335,
722,Freundschaft,die,Freundschaften,Freundschaft,4334,
723,Rate,die,Raten,Rate,4331,
724,Schnauze,die,Schnauzen,Schnauze,4320,
725,Beruf,der,Berufe,Berufs,4318,
726,Gebiet,das,Gebiete,Gebiets,4315,
727,Verräter,der,Verräter,Verräters,4304,
728,Prost,das,Proste,Prostes,4302,
729,Brust,die,Brüste,Brust,4296,
730,Jacke,die,Jacken,Jacke,4290,
731,Wild,das,-,Wildes,4282,
732,Schlafzimmer,das,Schlafzimmer,Schlafzimmers,4271,
733,Vorschlag,der,Vorschläge,Vorschlages,4268,
734,Ton,der,Tone,Tons,4264,
735,Gift,das,Gifte,Gifts,4264,"EVET - iki farkli cinsiyeti var, kontrol et"
736,Beerdigung,die,Beerdigungen,Beerdigung,4227,
737,Müll,der,-,Mülles,4223,
738,Mitte,die,Mitten,Mitte,4219,
739,Decke,die,Decken,Decke,4213,
740,Geburt,die,Geburten,Geburt,4213,
741,Mittagessen,das,Mittagessen,Mittagessens,4195,
742,Rock,der,Röcke,Rocks,4190,
743,Crew,die,Crews,Crew,4184,
744,Gewehr,das,Gewehre,Gewehres,4179,
745,Spiegel,der,Spiegel,Spiegels,4172,
746,Ross,das,-,Rosses,4166,
747,Wetter,das,Wetter,Wetters,4160,"EVET - iki farkli cinsiyeti var, kontrol et"
748,Regel,die,Regeln,Regel,4158,
749,German,das,Germane,Germans,4151,
750,Einheit,die,Einheiten,Einheit,4151,
751,Armer,der,-,-,4149,
752,Champagner,der,Champagner,Champagners,4146,
753,Strafe,die,Strafen,Strafe,4145,
754,Zelle,die,Zellen,Zelle,4139,
755,Kleidung,die,Kleidungen,Kleidung,4131,
756,Gras,das,Gräser,Grases,4130,
757,Brot,das,Brote,Brots,4124,
758,Station,die,Stationen,Station,4113,
759,Hemd,das,Hemden,Hemdes,4099,
760,Theorie,die,Theorien,Theorie,4094,
761,Zunge,die,Zungen,Zunge,4093,
762,Notfall,der,Notfälle,Notfalles,4092,
763,Winter,der,Winter,Winters,4091,
764,Schwere,die,-,Schwere,4082,
765,Anführer,der,Anführer,Anführers,4075,
766,Blau,das,-,Blaus,4067,
767,Unrecht,das,-,Unrechtes,4053,
768,Leck,das,Lecks,Lecks,4052,
769,Bedeutung,die,Bedeutungen,Bedeutung,4047,
770,Strom,der,Ströme,Stroms,4034,
771,Krebs,der,Krebse,Krebses,4033,
772,Gemein,die,Gemeinen,Gemein,4029,
773,Minister,der,Minister,Ministers,4024,
774,Quelle,die,Quellen,Quelle,4019,
775,Zahl,die,Zahlen,Zahl,4019,
776,Schiffe,die,-,Schiffe,4018,
777,Talent,das,Talente,Talentes,4012,
778,Spitze,die,Spitzen,Spitze,4009,
779,Fernseher,der,Fernseher,Fernsehers,4008,
780,Treiben,das,Treiben,Treibens,4006,
781,Tatort,der,Tatorte,Tatortes,4002,
782,Esse,die,Essen,Esse,3986,"EVET - iki farkli cinsiyeti var, kontrol et"
783,Cop,der,Cops,Cops,3985,
784,Täter,der,Täter,Täters,3984,
785,Dieb,der,Diebe,Diebes,3979,
786,Westen,der,-,Westens,3975,
787,Geschmack,der,-,Geschmacks,3971,
788,Charlotte,die,Charlotten,Charlotte,3960,
789,Pech,das,Peche,Peches,3957,
790,Schauspieler,der,Schauspieler,Schauspielers,3955,
791,Publikum,das,Publika,Publikums,3951,
792,Europa,die,-,-,3937,
793,Deutschland,das,Deutschländer,Deutschland,3935,
794,Melde,die,Melden,Melde,3928,
795,Gas,das,Gase,Gases,3921,
796,Sturm,der,Stürme,Sturmes,3919,
797,Null,die,Nullen,Null,3912,
798,Penny,der,-,Pennys,3912,
799,Festhalten,das,-,Festhaltens,3899,
800,Abteilung,die,Abteilungen,Abteilung,3896,
801,Papier,das,Papiere,Papieres,3894,
802,Wetten,das,-,Wettens,3894,
803,Genie,das,Genies,Genies,3884,
804,Inspektor,der,Inspektoren,Inspektors,3879,
805,Kuh,die,Kühe,Kuh,3877,
806,Süden,der,-,Südens,3873,
807,Pater,der,Patres,Paters,3872,
808,Menschheit,die,-,Menschheit,3870,
809,Versteck,das,Verstecke,Verstecks,3867,
810,Sendung,die,Sendungen,Sendung,3857,
811,Treppe,die,Treppen,Treppe,3853,
812,Wolf,der,Wölfe,Wolfs,3848,"EVET - iki farkli cinsiyeti var, kontrol et"
813,Pa,der,Pas,Pas,3847,
814,PA,das,PAs,PAs,3847,
815,Wut,die,-,Wut,3846,
816,Dämon,der,Dämonen,Dämons,3846,
817,Schlange,die,Schlangen,Schlange,3841,
818,Pizza,die,-,Pizza,3829,
819,Hütte,die,Hütten,Hütte,3825,
820,Mantel,der,Mäntel,Mantels,3823,
821,Reiten,das,-,Reitens,3811,
822,Mittag,der,Mittage,Mittags,3808,"EVET - iki farkli cinsiyeti var, kontrol et"
823,Dunkelheit,die,Dunkelheiten,Dunkelheit,3799,
824,Angel,die,Angeln,Angel,3794,
825,Tausend,die,Tausenden,Tausend,3783,"EVET - iki farkli cinsiyeti var, kontrol et"
826,Sack,der,Säcke,Sackes,3782,
827,Unterhaltung,die,Unterhaltungen,Unterhaltung,3777,
828,Explosion,die,Explosionen,Explosion,3770,
829,Frische,die,-,Frische,3763,
830,Leitung,die,Leitungen,Leitung,3758,
831,Fliege,die,Fliegen,Fliege,3752,
832,Fressen,das,-,Fressens,3738,
833,Stoff,der,Stoffe,Stoffs,3736,
834,Schrank,der,Schränke,Schranks,3711,
835,Fremde,die,-,-,3708,
836,Gnade,die,Gnaden,Gnade,3705,
837,Einladung,die,Einladungen,Einladung,3687,
838,Krieger,der,Krieger,Kriegers,3674,
839,Mitglied,das,Mitglieder,Mitgliedes,3667,
840,Feld,das,Felder,Feldes,3661,
841,Information,die,Informationen,Information,3657,
842,Stärke,die,Stärken,Stärke,3654,
843,Vermögen,das,Vermögen,Vermögens,3652,
844,Waschen,das,-,Waschens,3648,
845,Staat,der,Staaten,Staats,3642,
846,Schrei,der,Schreie,Schreis,3636,
847,Mitternacht,die,Mitternächte,Mitternacht,3627,
848,Lecker,der,Lecker,Leckers,3616,
849,Klinik,die,Kliniken,Klinik,3615,
850,Befinden,das,-,Befindens,3597,
851,Bürger,der,Bürger,Bürgers,3593,
852,Hammer,der,Hämmer,Hammers,3590,
853,Klang,der,Klänge,Klangs,3589,
854,Internet,das,-,Internets,3586,
855,Politik,die,Politiken,Politik,3580,
856,Besitz,der,Besitze,Besitzes,3573,
857,Kommando,das,-,Kommandos,3566,
858,Krankenwagen,der,-,Krankenwagens,3562,
859,Mademoiselle,die,Mesdemoiselles,Mademoiselle,3560,
860,Schnee,der,-,Schnees,3557,
861,Entfernen,das,-,Entfernens,3545,
862,Brille,die,Brillen,Brille,3523,
863,Heimat,die,Heimaten,Heimat,3517,
864,Leiter,der,Leiter,Leiters,3514,"EVET - iki farkli cinsiyeti var, kontrol et"
865,Kauf,der,Käufe,Kaufes,3512,
866,Werk,das,Werke,Werks,3511,
867,Schlacht,die,Schlachten,Schlacht,3507,
868,Cent,der,-,Cents,3507,
869,Offizier,der,Offiziere,Offiziers,3502,
870,Affäre,die,Affären,Affäre,3496,
871,Zweck,der,Zwecke,Zweckes,3494,
872,China,die,Chinas,China,3489,
873,Gedanke,der,Gedanken,Gedankens,3487,
874,Schnitt,der,Schnitte,Schnittes,3482,
875,Real,der,-,Reals,3478,
876,Holz,das,Hölzer,Holzes,3477,
877,Kaiser,der,Kaiser,Kaisers,3476,
878,Scheidung,die,Scheidungen,Scheidung,3468,
879,Bart,der,Bärte,Barts,3467,
880,Riechen,das,-,Riechens,3465,
881,Klo,das,Klos,Klos,3465,
882,Stress,der,Stresse,Stresses,3436,
883,Stimmung,die,Stimmungen,Stimmung,3416,
884,Bulle,der,Bullen,Bullen,3413,"EVET - iki farkli cinsiyeti var, kontrol et"
885,Geräusch,das,Geräusche,Geräusches,3410,
886,Künstler,der,Künstler,Künstlers,3406,
887,Urteil,das,Urteile,Urteils,3402,
888,Verlust,der,Verluste,Verlustes,3396,
889,Schulter,die,Schultern,Schulter,3392,
890,Normale,die,Normalen,Normale,3389,
891,Verwenden,das,-,Verwendens,3387,
892,Fluch,der,Flüche,Fluches,3386,
893,Grün,das,Grüns,Grüns,3383,
894,Unterricht,der,Unterrichte,Unterrichts,3383,
895,Anklage,die,Anklagen,Anklage,3375,
896,Fett,das,Fette,Fettes,3369,
897,Feigling,der,Feiglinge,Feiglings,3363,
898,Käse,der,Käse,Käses,3356,
899,Verfügung,die,Verfügungen,Verfügung,3354,
900,Uniform,die,Uniformen,Uniform,3351,
901,Gesundheit,die,-,Gesundheit,3349,
902,Abenteuer,das,Abenteuer,Abenteuers,3348,
903,Scheck,der,Schecks,Schecks,3343,
904,Fresse,die,Fressen,Fresse,3339,
905,Universum,das,Universen,Universums,3332,
906,Zeuge,der,Zeugen,Zeugen,3332,
907,West,der,Weste,Wests,3329,
908,Revier,das,Reviere,Reviers,3323,
909,Reifen,der,Reifen,Reifens,3322,
910,Führe,die,Führen,Führe,3320,
911,Realität,die,Realitäten,Realität,3315,
912,Schädel,der,Schädel,Schädels,3315,
913,April,der,Aprile,April,3315,
914,Jagd,die,Jagden,Jagd,3312,
915,Truck,der,Trucks,Trucks,3310,
916,Öffentlichkeit,die,Öffentlichkeiten,Öffentlichkeit,3306,
917,Maske,die,Masken,Maske,3304,
918,Verbrecher,der,Verbrecher,Verbrechers,3304,
919,Verstärkung,die,Verstärkungen,Verstärkung,3303,
920,Führer,der,Führer,Führers,3288,
921,Antrag,der,Anträge,Antrags,3283,
922,Benehmen,das,-,Benehmens,3276,
923,Verdacht,der,-,Verdachtes,3273,
924,Schreibtisch,der,Schreibtische,Schreibtisches,3272,
925,Vampir,der,Vampire,Vampirs,3270,
926,Probe,die,Proben,Probe,3268,
927,Schaff,das,Schaffe,Schaffes,3267,
928,Patient,der,Patienten,Patienten,3263,
929,Zucker,der,Zucker,Zuckers,3241,
930,Heil,das,-,Heils,3233,
931,Besitzer,der,Besitzer,Besitzers,3230,
932,Hinweis,der,Hinweise,Hinweises,3227,
933,Tasse,die,Tassen,Tasse,3227,
934,Verteidigung,die,Verteidigungen,Verteidigung,3225,
935,Magen,der,Mägen,Magens,3223,
936,Tunnel,der,-,Tunnels,3212,
937,Behandlung,die,Behandlungen,Behandlung,3208,
938,Markt,der,Märkte,Marktes,3204,
939,Applaus,der,Applause,Applaus,3204,
940,Serie,die,Serien,Serie,3204,
941,Pack,das,-,Packs,3199,"EVET - iki farkli cinsiyeti var, kontrol et"
942,Kommandant,der,Kommandanten,Kommandanten,3186,
943,Osten,der,-,Ostens,3186,
944,Hass,der,-,Hasses,3179,
945,Posten,der,Posten,Postens,3176,
946,Sammeln,das,-,Sammelns,3169,
947,Wissenschaft,die,Wissenschaften,Wissenschaft,3165,
948,Ursache,die,Ursachen,Ursache,3162,
949,Senator,der,Senatoren,Senators,3154,
950,Anteil,der,Anteile,Anteils,3146,
951,Ritter,der,Ritter,Ritters,3145,
952,Viertel,die,Viertel,Viertel,3143,
953,Roman,der,Romane,Romans,3142,
954,Molly,der,Mollys,Mollys,3134,
955,Basis,die,Basen,Basis,3131,
956,Schock,der,-,Schocks,3128,"EVET - iki farkli cinsiyeti var, kontrol et"
957,Empfang,der,Empfänge,Empfanges,3128,
958,Titel,der,Titel,Titels,3124,
959,Stil,der,Stile,Stils,3124,
960,Einfluss,der,Einflüsse,Einflusses,3121,
961,Opfern,das,-,Opferns,3113,
962,Farm,die,Farmen,Farm,3108,
963,Schwachsinn,der,-,Schwachsinns,3106,
964,Miete,die,Mieten,Miete,3106,
965,Klaus,die,Klausen,Klaus,3099,
966,Wüste,die,Wüsten,Wüste,3097,
967,Gabe,die,Gaben,Gabe,3095,
968,Hundert,die,-,Hundert,3094,"EVET - iki farkli cinsiyeti var, kontrol et"
969,Angelegenheit,die,Angelegenheiten,Angelegenheit,3083,
970,Dienstag,der,Dienstage,Dienstags,3081,
971,Training,das,Trainings,Trainings,3076,
972,Planet,der,Planeten,Planeten,3069,
973,Suppe,die,Suppen,Suppe,3068,
974,Sitz,der,Sitze,Sitzes,3066,
975,Vorteil,der,Vorteile,Vorteils,3065,
976,Rosa,das,Rosas,Rosas,3062,
977,Tour,die,Touren,Tour,3060,
978,Gouverneur,der,Gouverneure,Gouverneurs,3056,
979,Stern,der,Sterne,Sterns,3049,
980,Gedächtnis,das,Gedächtnisse,Gedächtnisses,3049,
981,Wirklichkeit,die,Wirklichkeiten,Wirklichkeit,3045,
982,Reine,die,-,Reine,3044,
983,Kreis,der,Kreise,Kreises,3044,
984,Staatsanwalt,der,Staatsanwälte,Staatsanwaltes,3038,
985,Ewigkeit,die,Ewigkeiten,Ewigkeit,3036,
986,Störung,die,Störungen,Störung,3035,
987,Tiger,der,Tiger,Tigers,3026,
988,Zigarette,die,Zigaretten,Zigarette,3025,
989,Hauptmann,der,-,Hauptmanns,3019,
990,Not,die,Nöte,Not,3019,
991,Unglück,das,Unglücke,Unglücks,3018,
992,Wissenschaftler,der,Wissenschaftler,Wissenschaftlers,3013,
993,Reaktion,die,Reaktionen,Reaktion,3013,
994,Dusche,die,Duschen,Dusche,3011,
995,Mitarbeiter,der,Mitarbeiter,Mitarbeiters,3011,
996,Identität,die,Identitäten,Identität,3006,
997,Fieber,das,Fieber,Fiebers,3001,
998,Hirn,das,Hirne,Hirns,3000,
999,Donnerstag,der,Donnerstage,Donnerstags,2998,
1000,Jahrhundert,das,Jahrhunderte,Jahrhunderts,2994,
1001,Diener,der,Diener,Dieners,2991,
1002,Extrem,das,Extreme,Extrems,2988,
1003,Sicht,die,Sichten,Sicht,2987,
1004,Ausweis,der,Ausweise,Ausweises,2987,
1005,Sport,der,Sporte,Sports,2987,
1006,Text,der,Texte,Textes,2983,
1007,Earl,der,Earls,Earls,2981,
1008,Lektion,die,Lektionen,Lektion,2978,
1009,Staub,der,-,Staubes,2973,
1010,Ratte,die,Ratten,Ratte,2969,
1011,Dutzend,das,Dutzende,Dutzends,2969,
1012,Mitleid,das,-,Mitleids,2968,
1013,Testen,das,-,Testens,2968,
1014,Auftritt,der,Auftritte,Auftritts,2967,
1015,Gegner,der,Gegner,Gegners,2965,
1016,Verdienst,der,Verdienste,Verdiensts,2962,"EVET - iki farkli cinsiyeti var, kontrol et"
1017,Wunde,die,Wunden,Wunde,2961,
1018,Linie,die,Linien,Linie,2961,
1019,Bedrohung,die,Bedrohungen,Bedrohung,2960,
1020,Bauer,der,Bauer,Bauers,2959,
1021,Kreuz,das,Kreuze,Kreuzes,2958,
1022,El,der,Elim,El,2955,
1023,Nachsehen,das,-,Nachsehens,2954,
1024,Junior,der,Junioren,Juniors,2954,
1025,Leidenschaft,die,Leidenschaften,Leidenschaft,2948,
1026,Geliebte,die,-,-,2946,
1027,Spieler,der,Spieler,Spielers,2945,
1028,Graf,der,Grafen,Grafen,2939,
1029,Verabredung,die,Verabredungen,Verabredung,2938,
1030,Donna,die,-,Donna,2935,
1031,Negativ,das,Negative,Negativs,2932,
1032,Schild,der,Schilde,Schilds,2930,"EVET - iki farkli cinsiyeti var, kontrol et"
1033,Penner,der,Penner,Penners,2922,
1034,Lehrerin,die,Lehrerinnen,Lehrerin,2916,
1035,Kühlschrank,der,Kühlschränke,Kühlschranks,2916,
1036,Jäger,der,Jäger,Jägers,2910,
1037,Zentrale,die,Zentralen,Zentrale,2910,
1038,Sand,der,-,Sands,2898,
1039,Plus,das,-,Plus,2897,
1040,Pfarrer,der,Pfarrer,Pfarrers,2897,
1041,Zauber,der,Zauber,Zaubers,2890,
1042,Hafen,der,Häfen,Hafens,2889,
1043,Rückkehr,die,-,Rückkehr,2889,
1044,Indianer,der,Indianer,Indianers,2881,
1045,Jean,die,Jeans,Jean,2878,
1046,Lese,die,Lesen,Lese,2875,
1047,Stahl,der,-,Stahles,2873,
1048,Kindheit,die,-,Kindheit,2866,
1049,Fabrik,die,Fabriken,Fabrik,2864,
1050,Verrückter,der,-,-,2860,
1051,Jungfrau,die,Jungfrauen,Jungfrau,2859,
1052,Daheim,das,-,Daheims,2854,
1053,Planen,das,-,Planens,2852,
1054,Klauen,das,-,Klauens,2851,
1055,Geruch,der,Gerüche,Geruchs,2851,
1056,Abmachung,die,Abmachungen,Abmachung,2843,
1057,Appetit,der,-,Appetits,2843,
1058,Fan,der,Fans,Fans,2839,
1059,Alf,der,-,Alfs,2837,"EVET - iki farkli cinsiyeti var, kontrol et"
1060,Verkauf,der,Verkäufe,Verkaufes,2832,
1061,Korrektur,die,Korrekturen,Korrektur,2815,
1062,Betreten,das,-,Betretens,2811,
1063,Aufnahme,die,Aufnahmen,Aufnahme,2801,
1064,Manager,der,Manager,Managers,2795,
1065,Stellung,die,Stellungen,Stellung,2793,
1066,Höhle,die,Höhlen,Höhle,2792,
1067,Schokolade,die,Schokoladen,Schokolade,2791,
1068,Weib,das,-,Weibes,2785,
1069,Walker,der,Walker,Walkers,2784,
1070,Ex,der,Ex,Ex,2783,"EVET - iki farkli cinsiyeti var, kontrol et"
1071,Belohnung,die,Belohnungen,Belohnung,2782,
1072,Garage,die,Garagen,Garage,2778,
1073,Gepäck,das,-,Gepäckes,2770,
1074,Funk,der,-,Funks,2760,
1075,Uni,die,Unis,Uni,2758,"EVET - iki farkli cinsiyeti var, kontrol et"
1076,Jugend,die,-,Jugend,2751,
1077,Feier,die,Feiern,Feier,2751,
1078,Benzin,das,Benzine,Benzins,2747,
1079,Nix,der,Nixe,Nixes,2747,
1080,Schluck,der,-,Schluckes,2740,
1081,Flügel,der,Flügel,Flügels,2740,
1082,Mauer,die,Mauern,Mauer,2740,
1083,Abschluss,der,Abschlüsse,Abschlusses,2738,
1084,Böses,das,-,-,2737,
1085,Dummkopf,der,Dummköpfe,Dummkopfs,2737,
1086,Technik,die,Techniken,Technik,2728,
1087,Anzeige,die,Anzeigen,Anzeige,2720,
1088,Hans,der,Hänse,Hanses,2718,
1089,Ergebnis,das,Ergebnisse,Ergebnisses,2717,
1090,Eile,die,-,Eile,2709,
1091,Gentleman,der,Gentlemen,Gentlemans,2700,
1092,Warnung,die,Warnungen,Warnung,2698,
1093,Gemeinde,die,Gemeinden,Gemeinde,2696,
1094,Seil,das,Seile,Seils,2691,
1095,Euro,der,-,Euro,2690,"EVET - iki farkli cinsiyeti var, kontrol et"
1096,Bär,der,Bären,Bären,2690,
1097,Ware,die,Waren,Ware,2685,
1098,Figur,die,Figuren,Figur,2681,
1099,Roboter,der,Roboter,Roboters,2680,
1100,Material,das,Materialien,Materials,2677,
1101,Käfig,der,Käfige,Käfigs,2674,
1102,Fantasie,die,Fantasien,Fantasie,2673,
1103,Satz,der,Sätze,Satzes,2672,
1104,Kommissar,der,Kommissare,Kommissars,2671,
1105,Exzellenz,die,Exzellenzen,Exzellenz,2668,
1106,Nass,das,-,Nasses,2665,
1107,Begrüßen,das,-,Begrüßens,2662,
1108,Führung,die,Führungen,Führung,2657,
1109,Schütze,der,Schützen,Schützen,2655,"EVET - iki farkli cinsiyeti var, kontrol et"
1110,Palast,der,Paläste,Palastes,2650,
1111,Graben,der,Gräben,Grabens,2648,
1112,Kette,die,Ketten,Kette,2648,
1113,Auftauchen,das,-,Auftauchens,2647,
1114,Lärm,der,-,Lärms,2643,
1115,Arbeiter,der,Arbeiter,Arbeiters,2640,
1116,Humor,der,Humore,Humors,2639,
1117,Organisation,die,Organisationen,Organisation,2632,
1118,Widerstand,der,Widerstände,Widerstands,2631,
1119,Studio,das,Studios,Studios,2628,
1120,Vögeln,das,-,Vögeln,2627,
1121,Original,das,Originale,Originals,2623,
1122,Revolution,die,Revolutionen,Revolution,2623,
1123,Mädel,das,-,Mädels,2621,
1124,Wäsche,die,Wäschen,Wäsche,2617,
1125,Rätsel,das,Rätsel,Rätsels,2616,
1126,Bibel,die,Bibeln,Bibel,2611,
1127,Heiliger,der,-,-,2608,
1128,Kopie,die,Kopien,Kopie,2607,
1129,Höhe,die,Höhen,Höhe,2603,
1130,Deck,das,-,Deckes,2598,
1131,Toter,der,-,-,2598,
1132,Narr,der,Narren,Narren,2596,
1133,Spielchen,das,Spielchen,Spielchens,2590,
1134,Fahrrad,das,Fahrräder,Fahrrades,2588,
1135,Nutte,die,Nutten,Nutte,2587,
1136,Jordan,der,-,Jordan,2585,
1137,Rauch,der,Rauche,Rauchs,2584,
1138,Pool,der,Pools,Pools,2580,"EVET - iki farkli cinsiyeti var, kontrol et"
1139,Hubschrauber,der,Hubschrauber,Hubschraubers,2579,
1140,Kollege,der,Kollegen,Kollegen,2575,
1141,Konto,das,Konten,Kontos,2574,
1142,Freie,das,-,Freien,2569,"EVET - iki farkli cinsiyeti var, kontrol et"
1143,Haken,der,Haken,Hakens,2566,
1144,Munition,die,Munitionen,Munition,2566,
1145,Sünde,die,Sünden,Sünde,2566,
1146,Militär,das,-,Militärs,2565,"EVET - iki farkli cinsiyeti var, kontrol et"
1147,Anzeichen,das,Anzeichen,Anzeichens,2563,
1148,Hintergrund,der,Hintergründe,Hintergrundes,2560,
1149,Tipp,der,Tipps,Tipps,2557,
1150,Reißen,das,-,Reißens,2556,
1151,Kram,der,-,Krams,2553,
1152,Jünger,der,Jünger,Jüngers,2544,
1153,Technologie,die,Technologien,Technologie,2544,
1154,Universität,die,Universitäten,Universität,2539,
1155,Mai,der,Maie,Mai,2536,
1156,Koch,der,Köche,Kochs,2534,"EVET - iki farkli cinsiyeti var, kontrol et"
1157,Katastrophe,die,Katastrophen,Katastrophe,2534,
1158,Prüfung,die,Prüfungen,Prüfung,2531,
1159,Meeting,das,Meetings,Meetings,2526,
